service,cost,usage,usage_start_time
DynamoDB,0.3243,0.4404,2024-08-18 13:00:00
EC2,3.8935,0.7949,2024-08-18 14:00:00
RDS,1.1927,0.3605,2024-08-18 15:00:00
S3,0.0667,0.277,2024-08-18 16:00:00
EC2,1.7881,0.3689,2024-08-18 17:00:00
EC2,1.7703,0.3894,2024-08-18 18:00:00
DynamoDB,0.2054,0.2646,2024-08-18 19:00:00
RDS,2.6512,0.6778,2024-08-18 20:00:00
DynamoDB,0.4283,0.608,2024-08-18 21:00:00
S3,0.1832,0.7647,2024-08-18 22:00:00
Lambda,0.6516,0.5442,2024-08-18 23:00:00
EC2,0.0,0.0,2024-08-19 00:00:00
S3,0.1459,0.5982,2024-08-19 01:00:00
S3,0.118,0.4876,2024-08-19 02:00:00
RDS,1.4122,0.3805,2024-08-19 03:00:00
EC2,1.1558,0.2386,2024-08-19 04:00:00
DynamoDB,0.4365,0.6123,2024-08-19 05:00:00
Lambda,0.6549,0.5742,2024-08-19 06:00:00
EC2,1.4902,0.3068,2024-08-19 07:00:00
EC2,2.7654,0.6357,2024-08-19 08:00:00
Lambda,0.7056,0.6044,2024-08-19 09:00:00
S3,0.1033,0.4614,2024-08-19 10:00:00
DynamoDB,0.2488,0.3297,2024-08-19 11:00:00
EC2,2.385,0.5066,2024-08-19 12:00:00
S3,0.1172,0.4767,2024-08-19 13:00:00
RDS,2.1092,0.5881,2024-08-19 14:00:00
S3,0.1808,0.7186,2024-08-19 15:00:00
Lambda,0.7011,0.5827,2024-08-19 16:00:00
DynamoDB,0.4618,0.6315,2024-08-19 17:00:00
Lambda,0.893,0.7122,2024-08-19 18:00:00
RDS,1.0089,0.2963,2024-08-19 19:00:00
S3,0.0906,0.3598,2024-08-19 20:00:00
EC2,0.9042,0.1847,2024-08-19 21:00:00
RDS,2.1808,0.5725,2024-08-19 22:00:00
Lambda,0.6001,0.5361,2024-08-19 23:00:00
S3,0.0696,0.3081,2024-08-20 00:00:00
Lambda,0.4666,0.3924,2024-08-20 01:00:00
EC2,1.3754,0.2669,2024-08-20 02:00:00
RDS,0.9027,0.2349,2024-08-20 03:00:00
RDS,2.7725,0.737,2024-08-20 04:00:00
DynamoDB,0.2646,0.3612,2024-08-20 05:00:00
Lambda,0.3068,0.2445,2024-08-20 06:00:00
DynamoDB,0.3422,0.4852,2024-08-20 07:00:00
RDS,0.8051,0.2553,2024-08-20 08:00:00
S3,0.0741,0.2923,2024-08-20 09:00:00
DynamoDB,0.2994,0.4194,2024-08-20 10:00:00
S3,0.1651,0.6311,2024-08-20 11:00:00
DynamoDB,0.524,0.765,2024-08-20 12:00:00
Lambda,0.1496,0.1115,2024-08-20 13:00:00
Lambda,1.1553,0.9538,2024-08-20 14:00:00
RDS,0.9279,0.2459,2024-08-20 15:00:00
Lambda,0.5708,0.4784,2024-08-20 16:00:00
DynamoDB,0.497,0.6789,2024-08-20 17:00:00
DynamoDB,0.1862,0.2628,2024-08-20 18:00:00
S3,0.1556,0.6322,2024-08-20 19:00:00
EC2,2.7753,0.5524,2024-08-20 20:00:00
DynamoDB,0.3107,0.4277,2024-08-20 21:00:00
S3,0.0,0.0,2024-08-20 22:00:00
RDS,2.3041,0.6528,2024-08-20 23:00:00
Lambda,0.4627,0.4068,2024-08-21 00:00:00
Lambda,0.8639,0.7007,2024-08-21 01:00:00
DynamoDB,0.4375,0.6651,2024-08-21 02:00:00
Lambda,0.5536,0.4679,2024-08-21 03:00:00
RDS,1.5488,0.4439,2024-08-21 04:00:00
EC2,2.1556,0.4308,2024-08-21 05:00:00
DynamoDB,0.0921,0.1174,2024-08-21 06:00:00
RDS,2.1438,0.5968,2024-08-21 07:00:00
S3,0.1517,0.6814,2024-08-21 08:00:00
EC2,1.7512,0.3671,2024-08-21 09:00:00
DynamoDB,0.5553,0.7731,2024-08-21 10:00:00
Lambda,0.6871,0.59,2024-08-21 11:00:00
DynamoDB,0.4662,0.5974,2024-08-21 12:00:00
S3,0.1671,0.6991,2024-08-21 13:00:00
Lambda,0.7841,0.6351,2024-08-21 14:00:00
EC2,3.0468,0.6013,2024-08-21 15:00:00
DynamoDB,0.5157,0.7209,2024-08-21 16:00:00
RDS,2.2188,0.6284,2024-08-21 17:00:00
S3,0.0747,0.3154,2024-08-21 18:00:00
DynamoDB,0.32,0.4847,2024-08-21 19:00:00
RDS,2.0847,0.6721,2024-08-21 20:00:00
DynamoDB,0.7741,1.0,2024-08-21 21:00:00
S3,0.1075,0.4478,2024-08-21 22:00:00
DynamoDB,0.3917,0.5606,2024-08-21 23:00:00
Lambda,0.6416,0.5385,2024-08-22 00:00:00
Lambda,0.5826,0.4811,2024-08-22 01:00:00
RDS,0.856,0.2373,2024-08-22 02:00:00
Lambda,0.6433,0.5327,2024-08-22 03:00:00
EC2,2.3176,0.4568,2024-08-22 04:00:00
EC2,2.0839,0.4293,2024-08-22 05:00:00
DynamoDB,0.5446,0.7595,2024-08-22 06:00:00
EC2,2.5933,0.5429,2024-08-22 07:00:00
EC2,3.5416,0.7475,2024-08-22 08:00:00
S3,0.1807,0.7567,2024-08-22 09:00:00
S3,0.0814,0.3281,2024-08-22 10:00:00
EC2,2.1729,0.4391,2024-08-22 11:00:00
S3,0.0,0.0,2024-08-22 12:00:00
EC2,1.8546,0.4081,2024-08-22 13:00:00
RDS,1.3615,0.3894,2024-08-22 14:00:00
S3,0.1097,0.4904,2024-08-22 15:00:00
EC2,2.8883,0.5633,2024-08-22 16:00:00
EC2,2.7777,0.5562,2024-08-22 17:00:00
DynamoDB,0.5496,0.7189,2024-08-22 18:00:00
RDS,3.068,0.874,2024-08-22 19:00:00
RDS,1.3329,0.3563,2024-08-22 20:00:00
DynamoDB,0.4799,0.6417,2024-08-22 21:00:00
DynamoDB,0.6324,0.8779,2024-08-22 22:00:00
DynamoDB,0.4007,0.5852,2024-08-22 23:00:00
Lambda,1.0938,0.9271,2024-08-23 00:00:00
EC2,2.0676,0.4384,2024-08-23 01:00:00
Lambda,0.429,0.371,2024-08-23 02:00:00
S3,0.0884,0.3953,2024-08-23 03:00:00
DynamoDB,0.271,0.3429,2024-08-23 04:00:00
EC2,3.25,0.6471,2024-08-23 05:00:00
EC2,3.8539,0.7354,2024-08-23 06:00:00
S3,0.0328,0.1457,2024-08-23 07:00:00
RDS,1.1926,0.3393,2024-08-23 08:00:00
EC2,2.0643,0.4399,2024-08-23 09:00:00
RDS,1.9614,0.5439,2024-08-23 10:00:00
EC2,1.5205,0.3554,2024-08-23 11:00:00
Lambda,0.3518,0.3014,2024-08-23 12:00:00
DynamoDB,0.3061,0.4506,2024-08-23 13:00:00
RDS,1.3648,0.4018,2024-08-23 14:00:00
Lambda,0.5392,0.4748,2024-08-23 15:00:00
EC2,1.4813,0.3302,2024-08-23 16:00:00
DynamoDB,0.3233,0.4693,2024-08-23 17:00:00
Lambda,0.8342,0.6814,2024-08-23 18:00:00
DynamoDB,0.336,0.486,2024-08-23 19:00:00
EC2,2.8608,0.5761,2024-08-23 20:00:00
EC2,2.7404,0.5285,2024-08-23 21:00:00
Lambda,0.7428,0.5919,2024-08-23 22:00:00
EC2,2.6136,0.5267,2024-08-23 23:00:00
S3,0.0799,0.3406,2024-08-24 00:00:00
DynamoDB,0.4173,0.5699,2024-08-24 01:00:00
EC2,3.0462,0.6015,2024-08-24 02:00:00
EC2,0.9817,0.215,2024-08-24 03:00:00
S3,0.1263,0.5459,2024-08-24 04:00:00
DynamoDB,0.7386,1.0,2024-08-24 05:00:00
RDS,1.6987,0.4843,2024-08-24 06:00:00
S3,0.0971,0.404,2024-08-24 07:00:00
S3,0.1225,0.5224,2024-08-24 08:00:00
DynamoDB,0.3422,0.4454,2024-08-24 09:00:00
S3,0.1888,0.7769,2024-08-24 10:00:00
DynamoDB,0.1714,0.2317,2024-08-24 11:00:00
S3,0.2079,0.8109,2024-08-24 12:00:00
DynamoDB,0.4989,0.6469,2024-08-24 13:00:00
DynamoDB,0.3792,0.5107,2024-08-24 14:00:00
RDS,1.329,0.3638,2024-08-24 15:00:00
EC2,3.568,0.7659,2024-08-24 16:00:00
DynamoDB,0.2371,0.3277,2024-08-24 17:00:00
Lambda,0.5633,0.4547,2024-08-24 18:00:00
RDS,1.6003,0.4093,2024-08-24 19:00:00
RDS,0.9261,0.2421,2024-08-24 20:00:00
EC2,1.5162,0.347,2024-08-24 21:00:00
S3,0.1297,0.5476,2024-08-24 22:00:00
S3,0.0611,0.2781,2024-08-24 23:00:00
DynamoDB,0.3763,0.4983,2024-08-25 00:00:00
RDS,2.2275,0.617,2024-08-25 01:00:00
DynamoDB,0.4284,0.5958,2024-08-25 02:00:00
Lambda,0.2386,0.2141,2024-08-25 03:00:00
S3,0.1094,0.4594,2024-08-25 04:00:00
DynamoDB,0.5008,0.6702,2024-08-25 05:00:00
DynamoDB,0.4409,0.621,2024-08-25 06:00:00
RDS,0.8225,0.2239,2024-08-25 07:00:00
Lambda,0.6393,0.605,2024-08-25 08:00:00
Lambda,0.3859,0.3331,2024-08-25 09:00:00
DynamoDB,0.3619,0.5237,2024-08-25 10:00:00
Lambda,0.5846,0.4924,2024-08-25 11:00:00
Lambda,0.5417,0.4682,2024-08-25 12:00:00
RDS,1.2676,0.3722,2024-08-25 13:00:00
RDS,2.1329,0.576,2024-08-25 14:00:00
Lambda,0.4466,0.3459,2024-08-25 15:00:00
DynamoDB,0.3388,0.4371,2024-08-25 16:00:00
S3,0.0801,0.3716,2024-08-25 17:00:00
DynamoDB,0.4231,0.5804,2024-08-25 18:00:00
DynamoDB,0.3532,0.5069,2024-08-25 19:00:00
S3,0.1153,0.4931,2024-08-25 20:00:00
RDS,1.6489,0.4395,2024-08-25 21:00:00
DynamoDB,0.3983,0.5368,2024-08-25 22:00:00
Lambda,0.535,0.4536,2024-08-25 23:00:00
Lambda,0.3172,0.2693,2024-08-26 00:00:00
RDS,0.0,0.0,2024-08-26 01:00:00
RDS,1.7901,0.4836,2024-08-26 02:00:00
RDS,1.6345,0.4463,2024-08-26 03:00:00
EC2,0.3065,0.064,2024-08-26 04:00:00
EC2,0.7401,0.1641,2024-08-26 05:00:00
Lambda,0.5905,0.4626,2024-08-26 06:00:00
DynamoDB,0.4138,0.5742,2024-08-26 07:00:00
EC2,2.2963,0.4961,2024-08-26 08:00:00
DynamoDB,0.2877,0.3912,2024-08-26 09:00:00
S3,0.0551,0.2229,2024-08-26 10:00:00
Lambda,0.5277,0.4223,2024-08-26 11:00:00
EC2,3.0447,0.6922,2024-08-26 12:00:00
Lambda,0.4407,0.3837,2024-08-26 13:00:00
S3,0.0313,0.1375,2024-08-26 14:00:00
S3,0.2444,0.9883,2024-08-26 15:00:00
Lambda,1.1041,0.8835,2024-08-26 16:00:00
EC2,1.6556,0.3516,2024-08-26 17:00:00
Lambda,0.7574,0.6177,2024-08-26 18:00:00
DynamoDB,0.256,0.3845,2024-08-26 19:00:00
DynamoDB,0.7149,1.0,2024-08-26 20:00:00
DynamoDB,0.3149,0.4349,2024-08-26 21:00:00
DynamoDB,0.327,0.4515,2024-08-26 22:00:00
DynamoDB,0.5419,0.7574,2024-08-26 23:00:00
S3,0.0637,0.2675,2024-08-27 00:00:00
EC2,2.0933,0.4071,2024-08-27 01:00:00
EC2,3.5432,0.7342,2024-08-27 02:00:00
RDS,0.8254,0.2443,2024-08-27 03:00:00
Lambda,0.6138,0.503,2024-08-27 04:00:00
S3,0.0996,0.4251,2024-08-27 05:00:00
S3,0.0914,0.3814,2024-08-27 06:00:00
Lambda,0.0266,0.0234,2024-08-27 07:00:00
Lambda,0.4766,0.3746,2024-08-27 08:00:00
DynamoDB,0.245,0.3372,2024-08-27 09:00:00
S3,0.1394,0.5453,2024-08-27 10:00:00
S3,0.1801,0.7525,2024-08-27 11:00:00
Lambda,0.4698,0.4049,2024-08-27 12:00:00
Lambda,0.5304,0.4518,2024-08-27 13:00:00
EC2,2.9931,0.6107,2024-08-27 14:00:00
DynamoDB,0.4733,0.6184,2024-08-27 15:00:00
RDS,3.1608,0.8726,2024-08-27 16:00:00
DynamoDB,0.5092,0.7199,2024-08-27 17:00:00
S3,0.1863,0.737,2024-08-27 18:00:00
EC2,3.3839,0.7017,2024-08-27 19:00:00
Lambda,0.4089,0.3663,2024-08-27 20:00:00
RDS,1.9069,0.492,2024-08-27 21:00:00
S3,0.1093,0.438,2024-08-27 22:00:00
RDS,2.3735,0.6688,2024-08-27 23:00:00
DynamoDB,0.4696,0.7633,2024-08-28 00:00:00
EC2,1.17,0.2554,2024-08-28 01:00:00
DynamoDB,0.246,0.3361,2024-08-28 02:00:00
Lambda,0.6828,0.558,2024-08-28 03:00:00
EC2,2.831,0.6192,2024-08-28 04:00:00
DynamoDB,0.1882,0.2564,2024-08-28 05:00:00
RDS,1.2405,0.374,2024-08-28 06:00:00
EC2,3.5649,0.6943,2024-08-28 07:00:00
EC2,3.9313,0.8114,2024-08-28 08:00:00
Lambda,0.8016,0.6252,2024-08-28 09:00:00
Lambda,0.4708,0.3717,2024-08-28 10:00:00
RDS,2.0896,0.5551,2024-08-28 11:00:00
RDS,2.0593,0.5372,2024-08-28 12:00:00
EC2,2.4206,0.5447,2024-08-28 13:00:00
S3,0.1807,0.7904,2024-08-28 14:00:00
DynamoDB,0.538,0.7506,2024-08-28 15:00:00
EC2,3.7292,0.7352,2024-08-28 16:00:00
RDS,2.1633,0.586,2024-08-28 17:00:00
EC2,2.5232,0.5845,2024-08-28 18:00:00
Lambda,0.5933,0.5237,2024-08-28 19:00:00
DynamoDB,0.3627,0.5342,2024-08-28 20:00:00
EC2,1.3638,0.263,2024-08-28 21:00:00
Lambda,0.8565,0.7139,2024-08-28 22:00:00
DynamoDB,0.3818,0.537,2024-08-28 23:00:00
DynamoDB,0.4271,0.614,2024-08-29 00:00:00
S3,0.1656,0.6987,2024-08-29 01:00:00
Lambda,0.4998,0.416,2024-08-29 02:00:00
DynamoDB,0.2794,0.3818,2024-08-29 03:00:00
S3,0.0964,0.3925,2024-08-29 04:00:00
S3,0.172,0.7432,2024-08-29 05:00:00
EC2,2.3271,0.4739,2024-08-29 06:00:00
RDS,1.5207,0.4128,2024-08-29 07:00:00
RDS,2.319,0.6111,2024-08-29 08:00:00
DynamoDB,0.2599,0.3788,2024-08-29 09:00:00
DynamoDB,0.3004,0.4385,2024-08-29 10:00:00
DynamoDB,0.4157,0.6129,2024-08-29 11:00:00
EC2,4.9403,0.9666,2024-08-29 12:00:00
S3,0.1258,0.5025,2024-08-29 13:00:00
RDS,0.6999,0.1726,2024-08-29 14:00:00
Lambda,0.4556,0.382,2024-08-29 15:00:00
RDS,0.475,0.1288,2024-08-29 16:00:00
S3,0.0672,0.2787,2024-08-29 17:00:00
S3,0.0888,0.3911,2024-08-29 18:00:00
Lambda,0.4115,0.3391,2024-08-29 19:00:00
EC2,1.126,0.2437,2024-08-29 20:00:00
RDS,2.5739,0.6327,2024-08-29 21:00:00
DynamoDB,0.4091,0.5955,2024-08-29 22:00:00
EC2,2.0508,0.4266,2024-08-29 23:00:00
DynamoDB,0.3237,0.4301,2024-08-30 00:00:00
RDS,2.0454,0.5435,2024-08-30 01:00:00
Lambda,0.5593,0.4371,2024-08-30 02:00:00
EC2,2.1314,0.4667,2024-08-30 03:00:00
RDS,3.0604,0.9355,2024-08-30 04:00:00
DynamoDB,0.2457,0.3523,2024-08-30 05:00:00
RDS,3.9252,1.0,2024-08-30 06:00:00
S3,0.1885,0.7988,2024-08-30 07:00:00
S3,0.2408,0.9852,2024-08-30 08:00:00
RDS,2.5261,0.6955,2024-08-30 09:00:00
DynamoDB,0.3484,0.4901,2024-08-30 10:00:00
S3,0.1133,0.4581,2024-08-30 11:00:00
RDS,2.0611,0.5734,2024-08-30 12:00:00
RDS,2.4586,0.8019,2024-08-30 13:00:00
DynamoDB,0.449,0.602,2024-08-30 14:00:00
S3,0.1745,0.7294,2024-08-30 15:00:00
DynamoDB,0.4092,0.5416,2024-08-30 16:00:00
DynamoDB,0.5661,0.7982,2024-08-30 17:00:00
DynamoDB,0.4319,0.5534,2024-08-30 18:00:00
S3,0.0174,0.0752,2024-08-30 19:00:00
S3,0.2008,0.7932,2024-08-30 20:00:00
EC2,2.8365,0.6045,2024-08-30 21:00:00
Lambda,0.3769,0.3236,2024-08-30 22:00:00
RDS,2.823,0.8096,2024-08-30 23:00:00
Lambda,0.6008,0.5203,2024-08-31 00:00:00
DynamoDB,0.4684,0.6686,2024-08-31 01:00:00
EC2,2.1122,0.4805,2024-08-31 02:00:00
EC2,0.8515,0.1773,2024-08-31 03:00:00
RDS,0.9349,0.235,2024-08-31 04:00:00
RDS,0.3031,0.0877,2024-08-31 05:00:00
Lambda,0.593,0.5033,2024-08-31 06:00:00
Lambda,0.319,0.2792,2024-08-31 07:00:00
S3,0.0714,0.3019,2024-08-31 08:00:00
Lambda,1.0726,0.8904,2024-08-31 09:00:00
Lambda,0.9063,0.7366,2024-08-31 10:00:00
DynamoDB,0.4475,0.7228,2024-08-31 11:00:00
EC2,2.2455,0.4391,2024-08-31 12:00:00
Lambda,0.5036,0.3857,2024-08-31 13:00:00
S3,0.1867,0.7968,2024-08-31 14:00:00
Lambda,0.455,0.3994,2024-08-31 15:00:00
DynamoDB,0.2527,0.3741,2024-08-31 16:00:00
RDS,1.9552,0.5858,2024-08-31 17:00:00
DynamoDB,0.461,0.6207,2024-08-31 18:00:00
S3,0.0434,0.1678,2024-08-31 19:00:00
RDS,2.2511,0.6027,2024-08-31 20:00:00
EC2,1.7237,0.3483,2024-08-31 21:00:00
S3,0.1732,0.7253,2024-08-31 22:00:00
S3,0.2166,0.9004,2024-08-31 23:00:00
Lambda,0.8866,0.7282,2024-09-01 00:00:00
S3,0.1357,0.6171,2024-09-01 01:00:00
EC2,2.6549,0.5742,2024-09-01 02:00:00
EC2,1.7259,0.3307,2024-09-01 03:00:00
EC2,2.0847,0.4572,2024-09-01 04:00:00
S3,0.0961,0.4282,2024-09-01 05:00:00
DynamoDB,0.5468,0.7868,2024-09-01 06:00:00
S3,0.1553,0.6059,2024-09-01 07:00:00
Lambda,0.4927,0.4,2024-09-01 08:00:00
EC2,1.5837,0.294,2024-09-01 09:00:00
Lambda,0.8168,0.6873,2024-09-01 10:00:00
EC2,1.6486,0.3454,2024-09-01 11:00:00
Lambda,0.569,0.432,2024-09-01 12:00:00
RDS,0.9238,0.2549,2024-09-01 13:00:00
RDS,1.7763,0.4963,2024-09-01 14:00:00
EC2,2.2824,0.4783,2024-09-01 15:00:00
Lambda,0.8342,0.6746,2024-09-01 16:00:00
S3,0.1189,0.5838,2024-09-01 17:00:00
DynamoDB,0.3698,0.56,2024-09-01 18:00:00
S3,0.1622,0.6293,2024-09-01 19:00:00
S3,0.0746,0.3148,2024-09-01 20:00:00
DynamoDB,0.2906,0.3801,2024-09-01 21:00:00
DynamoDB,0.406,0.519,2024-09-01 22:00:00
Lambda,0.7078,0.5828,2024-09-01 23:00:00
DynamoDB,0.3849,0.5136,2024-09-02 00:00:00
RDS,0.5512,0.1525,2024-09-02 01:00:00
DynamoDB,0.3626,0.486,2024-09-02 02:00:00
S3,0.1052,0.4625,2024-09-02 03:00:00
EC2,2.2767,0.5015,2024-09-02 04:00:00
RDS,0.4289,0.1149,2024-09-02 05:00:00
DynamoDB,0.4537,0.6158,2024-09-02 06:00:00
DynamoDB,0.5294,0.7606,2024-09-02 07:00:00
EC2,1.0225,0.2138,2024-09-02 08:00:00
Lambda,0.4948,0.4305,2024-09-02 09:00:00
S3,0.1126,0.484,2024-09-02 10:00:00
EC2,0.6234,0.1328,2024-09-02 11:00:00
Lambda,0.3311,0.2727,2024-09-02 12:00:00
S3,0.0934,0.3688,2024-09-02 13:00:00
DynamoDB,0.611,0.8208,2024-09-02 14:00:00
Lambda,0.2449,0.1898,2024-09-02 15:00:00
EC2,3.9164,0.8151,2024-09-02 16:00:00
RDS,2.6766,0.7646,2024-09-02 17:00:00
EC2,0.5853,0.1268,2024-09-02 18:00:00
EC2,3.7574,0.8459,2024-09-02 19:00:00
RDS,1.8027,0.4999,2024-09-02 20:00:00
Lambda,0.4663,0.3974,2024-09-02 21:00:00
Lambda,0.6,0.5144,2024-09-02 22:00:00
EC2,1.0459,0.2156,2024-09-02 23:00:00
EC2,3.5796,0.7147,2024-09-03 00:00:00
Lambda,0.3803,0.3381,2024-09-03 01:00:00
RDS,1.7204,0.4432,2024-09-03 02:00:00
S3,0.1563,0.6291,2024-09-03 03:00:00
RDS,2.492,0.678,2024-09-03 04:00:00
DynamoDB,0.3899,0.5241,2024-09-03 05:00:00
EC2,1.743,0.3908,2024-09-03 06:00:00
Lambda,0.8214,0.6446,2024-09-03 07:00:00
RDS,1.0358,0.2764,2024-09-03 08:00:00
DynamoDB,0.602,0.8362,2024-09-03 09:00:00
DynamoDB,0.2437,0.3364,2024-09-03 10:00:00
EC2,1.8138,0.3899,2024-09-03 11:00:00
S3,0.1295,0.5866,2024-09-03 12:00:00
S3,0.0507,0.2112,2024-09-03 13:00:00
DynamoDB,0.3629,0.4955,2024-09-03 14:00:00
RDS,3.1666,0.875,2024-09-03 15:00:00
DynamoDB,0.4244,0.6196,2024-09-03 16:00:00
EC2,3.0546,0.6536,2024-09-03 17:00:00
EC2,2.4551,0.5143,2024-09-03 18:00:00
S3,0.1585,0.7066,2024-09-03 19:00:00
DynamoDB,0.0309,0.0434,2024-09-03 20:00:00
Lambda,0.7179,0.5937,2024-09-03 21:00:00
Lambda,0.9153,0.7464,2024-09-03 22:00:00
RDS,1.2319,0.3872,2024-09-03 23:00:00
RDS,1.7129,0.4525,2024-09-04 00:00:00
S3,0.1013,0.4216,2024-09-04 01:00:00
EC2,2.6621,0.5843,2024-09-04 02:00:00
Lambda,0.8109,0.6246,2024-09-04 03:00:00
Lambda,0.527,0.4654,2024-09-04 04:00:00
Lambda,0.5191,0.4867,2024-09-04 05:00:00
Lambda,0.6963,0.5674,2024-09-04 06:00:00
S3,0.1985,0.8351,2024-09-04 07:00:00
DynamoDB,0.4008,0.5817,2024-09-04 08:00:00
Lambda,0.4752,0.4287,2024-09-04 09:00:00
EC2,2.1792,0.461,2024-09-04 10:00:00
Lambda,0.6509,0.5598,2024-09-04 11:00:00
RDS,1.829,0.5167,2024-09-04 12:00:00
EC2,2.0901,0.4337,2024-09-04 13:00:00
DynamoDB,0.3798,0.5081,2024-09-04 14:00:00
Lambda,0.5611,0.4759,2024-09-04 15:00:00
S3,0.1073,0.4638,2024-09-04 16:00:00
S3,0.1132,0.428,2024-09-04 17:00:00
Lambda,0.3756,0.3175,2024-09-04 18:00:00
RDS,1.5022,0.4225,2024-09-04 19:00:00
S3,0.1056,0.4338,2024-09-04 20:00:00
EC2,0.7976,0.158,2024-09-04 21:00:00
RDS,2.1153,0.6265,2024-09-04 22:00:00
DynamoDB,0.0316,0.0462,2024-09-04 23:00:00
DynamoDB,0.367,0.4515,2024-09-05 00:00:00
S3,0.1329,0.6087,2024-09-05 01:00:00
RDS,1.3,0.3621,2024-09-05 02:00:00
S3,0.1235,0.5507,2024-09-05 03:00:00
DynamoDB,0.3283,0.473,2024-09-05 04:00:00
S3,0.0679,0.2792,2024-09-05 05:00:00
RDS,2.4563,0.6548,2024-09-05 06:00:00
Lambda,0.7195,0.6149,2024-09-05 07:00:00
DynamoDB,0.47,0.6429,2024-09-05 08:00:00
Lambda,0.6128,0.5268,2024-09-05 09:00:00
RDS,1.4476,0.4006,2024-09-05 10:00:00
DynamoDB,0.7221,0.988,2024-09-05 11:00:00
S3,0.0869,0.3778,2024-09-05 12:00:00
S3,0.1069,0.4016,2024-09-05 13:00:00
S3,0.1054,0.4201,2024-09-05 14:00:00
DynamoDB,0.3099,0.4248,2024-09-05 15:00:00
DynamoDB,0.4605,0.6583,2024-09-05 16:00:00
S3,0.0966,0.3718,2024-09-05 17:00:00
S3,0.1739,0.6969,2024-09-05 18:00:00
Lambda,0.8071,0.6575,2024-09-05 19:00:00
DynamoDB,0.652,0.9036,2024-09-05 20:00:00
S3,0.137,0.6155,2024-09-05 21:00:00
RDS,1.1336,0.335,2024-09-05 22:00:00
S3,0.158,0.7548,2024-09-05 23:00:00
DynamoDB,0.2569,0.4195,2024-09-06 00:00:00
S3,0.0781,0.3337,2024-09-06 01:00:00
Lambda,0.9509,0.777,2024-09-06 02:00:00
EC2,1.6855,0.3334,2024-09-06 03:00:00
DynamoDB,0.3632,0.5036,2024-09-06 04:00:00
DynamoDB,0.1776,0.2595,2024-09-06 05:00:00
EC2,1.6116,0.335,2024-09-06 06:00:00
S3,0.1333,0.5156,2024-09-06 07:00:00
Lambda,0.5987,0.577,2024-09-06 08:00:00
S3,0.123,0.5525,2024-09-06 09:00:00
EC2,1.4129,0.3068,2024-09-06 10:00:00
Lambda,0.4105,0.3673,2024-09-06 11:00:00
RDS,1.8092,0.5407,2024-09-06 12:00:00
RDS,2.2869,0.5713,2024-09-06 13:00:00
Lambda,0.277,0.2341,2024-09-06 14:00:00
RDS,0.0,0.0,2024-09-06 15:00:00
Lambda,0.7814,0.6285,2024-09-06 16:00:00
S3,0.1292,0.5155,2024-09-06 17:00:00
S3,0.2605,1.0,2024-09-06 18:00:00
EC2,1.7606,0.3955,2024-09-06 19:00:00
S3,0.0957,0.4188,2024-09-06 20:00:00
S3,0.1333,0.5903,2024-09-06 21:00:00
EC2,2.4277,0.4854,2024-09-06 22:00:00
DynamoDB,0.3292,0.4799,2024-09-06 23:00:00
DynamoDB,0.4795,0.735,2024-09-07 00:00:00
Lambda,0.5202,0.4344,2024-09-07 01:00:00
DynamoDB,0.3656,0.5032,2024-09-07 02:00:00
DynamoDB,0.4471,0.6221,2024-09-07 03:00:00
DynamoDB,0.3007,0.4264,2024-09-07 04:00:00
S3,0.0942,0.3777,2024-09-07 05:00:00
DynamoDB,0.2782,0.3707,2024-09-07 06:00:00
S3,0.1178,0.5038,2024-09-07 07:00:00
S3,0.1442,0.6237,2024-09-07 08:00:00
EC2,3.0447,0.6276,2024-09-07 09:00:00
Lambda,0.469,0.3807,2024-09-07 10:00:00
EC2,3.094,0.6093,2024-09-07 11:00:00
RDS,2.5569,0.6932,2024-09-07 12:00:00
S3,0.0739,0.2745,2024-09-07 13:00:00
DynamoDB,0.1654,0.2193,2024-09-07 14:00:00
DynamoDB,0.3973,0.5863,2024-09-07 15:00:00
RDS,1.7038,0.4751,2024-09-07 16:00:00
Lambda,0.8808,0.7611,2024-09-07 17:00:00
S3,0.0949,0.4476,2024-09-07 18:00:00
RDS,2.8858,0.847,2024-09-07 19:00:00
RDS,2.0251,0.5654,2024-09-07 20:00:00
RDS,1.7995,0.4804,2024-09-07 21:00:00
S3,0.2027,0.8343,2024-09-07 22:00:00
S3,0.1539,0.631,2024-09-07 23:00:00
S3,0.1649,0.7035,2024-09-08 00:00:00
S3,0.1811,0.7151,2024-09-08 01:00:00
EC2,3.3257,0.7165,2024-09-08 02:00:00
RDS,1.6989,0.4663,2024-09-08 03:00:00
EC2,1.1704,0.2258,2024-09-08 04:00:00
Lambda,0.6055,0.4975,2024-09-08 05:00:00
RDS,1.2927,0.3846,2024-09-08 06:00:00
S3,0.092,0.3792,2024-09-08 07:00:00
S3,0.1536,0.6347,2024-09-08 08:00:00
S3,0.1343,0.5693,2024-09-08 09:00:00
EC2,3.0897,0.5992,2024-09-08 10:00:00
S3,0.1601,0.641,2024-09-08 11:00:00
RDS,1.8605,0.5588,2024-09-08 12:00:00
DynamoDB,0.2143,0.2911,2024-09-08 13:00:00
RDS,1.8315,0.4978,2024-09-08 14:00:00
Lambda,1.0387,0.8353,2024-09-08 15:00:00
RDS,2.7192,0.7518,2024-09-08 16:00:00
S3,0.081,0.3386,2024-09-08 17:00:00
RDS,1.3157,0.339,2024-09-08 18:00:00
